word,weighted_share_after,book_mentions,weighted_share_before,era_transition,share_change
tests,9.948420160009832e-05,21.0,5.61150319461112e-05,1997-2008 to 2009-2013,4.336916965398712e-05
victor,0.00010461584552246854,11.0,6.132616703569729e-05,1997-2008 to 2009-2013,4.3289678486771254e-05
ultimate,0.00046579997383796044,90.0,0.0004225138889915332,1997-2008 to 2009-2013,4.3286084846427266e-05
wounded,9.368848607422619e-05,21.0,5.0424841122281557e-05,1997-2008 to 2009-2013,4.326364495194463e-05
withstand,5.207156134184944e-05,11.0,8.847128347361229e-06,1997-2008 to 2009-2013,4.322443299448821e-05
bargain,8.105044487451118e-05,16.0,3.786392548120464e-05,1997-2008 to 2009-2013,4.318651939330654e-05
sparks,7.449812070433585e-05,13.0,3.1313262747635427e-05,1997-2008 to 2009-2013,4.318485795670043e-05
whit,4.3174916441501236e-05,4.0,0.0,1997-2008 to 2009-2013,4.3174916441501236e-05
darkly,6.610104402543161e-05,15.0,2.296180130189951e-05,1997-2008 to 2009-2013,4.3139242723532105e-05
surrounded,0.00014891058011356044,32.0,0.00010579096645418971,1997-2008 to 2009-2013,4.311961365937073e-05
isaac,4.3112823806369777e-05,6.0,0.0,1997-2008 to 2009-2013,4.3112823806369777e-05
dawson,4.311056967795572e-05,6.0,0.0,1997-2008 to 2009-2013,4.311056967795572e-05
wyldcliffe,4.3107393070341906e-05,4.0,0.0,1997-2008 to 2009-2013,4.3107393070341906e-05
costs,9.579683243437407e-05,19.0,5.2700194213203815e-05,1997-2008 to 2009-2013,4.309663822117025e-05
deepens,5.1076184019005346e-05,10.0,8.002332881794817e-06,1997-2008 to 2009-2013,4.307385113721053e-05
avenge,7.006457176978776e-05,13.0,2.7016495086307613e-05,1997-2008 to 2009-2013,4.304807668348015e-05
novella,9.625976222798487e-05,18.0,5.322135239999357e-05,1997-2008 to 2009-2013,4.3038409827991303e-05
tori,5.064003310449108e-05,5.0,7.609197345099873e-06,1997-2008 to 2009-2013,4.303083575939121e-05
scorch,5.103460721212135e-05,7.0,8.02607275380146e-06,1997-2008 to 2009-2013,4.300853445831989e-05
changing,0.0001466578674522459,33.0,0.00010367907512224924,1997-2008 to 2009-2013,4.2978792329996664e-05
heart-pounding,8.272638061846174e-05,17.0,3.979146129775723e-05,1997-2008 to 2009-2013,4.293491932070451e-05
goblin,7.865219383233017e-05,8.0,3.5749884600300575e-05,1997-2008 to 2009-2013,4.2902309232029594e-05
showed,5.0597748961874274e-05,11.0,7.735690138535793e-06,1997-2008 to 2009-2013,4.286205882333848e-05
circumstances,0.00010779079771847885,24.0,6.495553042648163e-05,1997-2008 to 2009-2013,4.283526729199722e-05
shared,9.003125175039879e-05,18.0,4.719944639197049e-05,1997-2008 to 2009-2013,4.283180535842829e-05
action-packed,0.00017368375004182978,38.0,0.00013085820725810727,1997-2008 to 2009-2013,4.2825542783722506e-05
solange,4.281683208821298e-05,4.0,0.0,1997-2008 to 2009-2013,4.281683208821298e-05
slayers,5.057019604289673e-05,7.0,7.760908550088767e-06,1997-2008 to 2009-2013,4.2809287492807965e-05
tied,7.468431841721506e-05,17.0,3.1881808602701366e-05,1997-2008 to 2009-2013,4.280250981451369e-05
involved,0.00013565633798380715,30.0,9.286212970881673e-05,1997-2008 to 2009-2013,4.279420827499042e-05
recognizes,5.060603231313639e-05,12.0,7.817962598753877e-06,1997-2008 to 2009-2013,4.278806971438251e-05
griffin,5.8378365411026804e-05,7.0,1.5600981151525832e-05,1997-2008 to 2009-2013,4.277738425950097e-05
took,0.00016951715807045367,36.0,0.00012676145282547634,1997-2008 to 2009-2013,4.275570524497733e-05
cavanaugh,4.274537195265048e-05,9.0,0.0,1997-2008 to 2009-2013,4.274537195265048e-05
anya,5.7276224291227936e-05,4.0,1.4533681754535715e-05,1997-2008 to 2009-2013,4.274254253669222e-05
shane,5.1759823238214953e-05,9.0,9.113308527582974e-06,1997-2008 to 2009-2013,4.264651471063198e-05
game,0.0005286498359971741,79.0,0.00048604047280881914,1997-2008 to 2009-2013,4.260936318835497e-05
shelter,9.029995806533822e-05,17.0,4.769649908929878e-05,1997-2008 to 2009-2013,4.260345897603944e-05
whispers,9.649749898876388e-05,18.0,5.390133177255397e-05,1997-2008 to 2009-2013,4.259616721620991e-05
lizzie,4.914790505297355e-05,4.0,6.554514893884456e-06,1997-2008 to 2009-2013,4.259339015908909e-05
unite,0.00012949206487474526,21.0,8.692271317685814e-05,1997-2008 to 2009-2013,4.256935169788713e-05
letting,8.305226410853286e-05,18.0,4.0492251893106774e-05,1997-2008 to 2009-2013,4.2560012215426085e-05
savior,6.649195911993226e-05,15.0,2.3938431394418943e-05,1997-2008 to 2009-2013,4.2553527725513324e-05
likely,7.492457088273716e-05,15.0,3.2390155586849366e-05,1997-2008 to 2009-2013,4.25344152958878e-05
skye,4.2525921454475856e-05,5.0,0.0,1997-2008 to 2009-2013,4.2525921454475856e-05
purpose,0.0002115352461343703,39.0,0.00016902011600213073,1997-2008 to 2009-2013,4.251513013223956e-05
superheroes,5.047673638764133e-05,10.0,7.966508491151774e-06,1997-2008 to 2009-2013,4.251022789648956e-05
glade,4.244857617160145e-05,5.0,0.0,1997-2008 to 2009-2013,4.244857617160145e-05
elephant,5.069624334785462e-05,8.0,8.270391025445817e-06,1997-2008 to 2009-2013,4.2425852322408805e-05
mental,6.465168700922882e-05,13.0,2.2271641174477865e-05,1997-2008 to 2009-2013,4.238004583475095e-05
celebrity,5.791960052399909e-05,10.0,1.559504753752732e-05,1997-2008 to 2009-2013,4.232455298647177e-05
veil,9.955611228901716e-05,12.0,5.730433837490213e-05,1997-2008 to 2009-2013,4.225177391411503e-05
ruin,0.00010436019827044647,23.0,6.214594727441083e-05,1997-2008 to 2009-2013,4.221425099603564e-05
unspeakable,8.98552224632079e-05,19.0,4.7675601053689174e-05,1997-2008 to 2009-2013,4.217962140951873e-05
cate,4.216307918911323e-05,3.0,0.0,1997-2008 to 2009-2013,4.216307918911323e-05
cloak,6.796479166879876e-05,7.0,2.58184496398483e-05,1997-2008 to 2009-2013,4.2146342028950456e-05
edgar,8.583797782180389e-05,14.0,4.370771279850358e-05,1997-2008 to 2009-2013,4.213026502330031e-05
kidnapping,9.086207311405623e-05,20.0,4.874292965957346e-05,1997-2008 to 2009-2013,4.211914345448277e-05
embracing,4.926807503952986e-05,11.0,7.2039158938383734e-06,1997-2008 to 2009-2013,4.206415914569148e-05
meghan,4.206308997960555e-05,4.0,0.0,1997-2008 to 2009-2013,4.206308997960555e-05
hex,5.461350334873263e-05,8.0,1.2658121580386299e-05,1997-2008 to 2009-2013,4.1955381768346334e-05
emerge,6.58485072611493e-05,14.0,2.3914094023515097e-05,1997-2008 to 2009-2013,4.1934413237634204e-05
nights,0.000110866763122727,25.0,6.900011600072622e-05,1997-2008 to 2009-2013,4.186664712200078e-05
aphrodite,7.97210863059673e-05,10.0,3.788011062294223e-05,1997-2008 to 2009-2013,4.184097568302507e-05
enticing,4.9218232232541833e-05,10.0,7.4028357284543905e-06,1997-2008 to 2009-2013,4.181539650408744e-05
shifter,4.1789519527753983e-05,6.0,0.0,1997-2008 to 2009-2013,4.1789519527753983e-05
oliver's,4.176380229443107e-05,7.0,0.0,1997-2008 to 2009-2013,4.176380229443107e-05
sometimes,0.0003352484815964964,62.0,0.00029350204342513584,1997-2008 to 2009-2013,4.174643817136058e-05
clean,5.656370170743949e-05,13.0,1.4818430509317885e-05,1997-2008 to 2009-2013,4.1745271198121605e-05
pretend,6.324236484277294e-05,14.0,2.1516666987729938e-05,1997-2008 to 2009-2013,4.1725697855043e-05
neferet,4.171600668515945e-05,6.0,0.0,1997-2008 to 2009-2013,4.171600668515945e-05
benedict,9.693916592710811e-05,9.0,5.5250265863396695e-05,1997-2008 to 2009-2013,4.168890006371142e-05
bright,0.00012658085565183546,26.0,8.497903963877197e-05,1997-2008 to 2009-2013,4.160181601306349e-05
dorothy,5.6649117153635716e-05,5.0,1.5055854107504558e-05,1997-2008 to 2009-2013,4.159326304613116e-05
quinn,8.226676855595315e-05,11.0,4.0676623722678894e-05,1997-2008 to 2009-2013,4.159014483327425e-05
shades,5.965445616573029e-05,13.0,1.8093367402753645e-05,1997-2008 to 2009-2013,4.156108876297665e-05
alona,4.153869420456163e-05,3.0,0.0,1997-2008 to 2009-2013,4.153869420456163e-05
perry,4.151982616370086e-05,3.0,0.0,1997-2008 to 2009-2013,4.151982616370086e-05
testing,5.721477476648376e-05,7.0,1.575017485414927e-05,1997-2008 to 2009-2013,4.146459991233449e-05
triangle,6.486461536399753e-05,12.0,2.3415843474986734e-05,1997-2008 to 2009-2013,4.14487718890108e-05
maine,7.179561719105221e-05,15.0,3.0391719596135074e-05,1997-2008 to 2009-2013,4.140389759491714e-05
lex,4.138243765246424e-05,3.0,0.0,1997-2008 to 2009-2013,4.138243765246424e-05
kung,4.133217997622622e-05,3.0,0.0,1997-2008 to 2009-2013,4.133217997622622e-05
west,0.00012263041696431755,22.0,8.13188021060002e-05,1997-2008 to 2009-2013,4.131161485831735e-05
necessary,6.512490409629367e-05,14.0,2.3821420751986703e-05,1997-2008 to 2009-2013,4.130348334430697e-05
zoey,0.00016178548544017562,10.0,0.0001205315928151307,1997-2008 to 2009-2013,4.125389262504492e-05
duty,0.00014515593324158408,30.0,0.00010393528394832315,1997-2008 to 2009-2013,4.122064929326094e-05
support,0.00011457771473078965,24.0,7.338638221324183e-05,1997-2008 to 2009-2013,4.119133251754782e-05
rip,4.8406194305552154e-05,11.0,7.300803932568593e-06,1997-2008 to 2009-2013,4.110539037298356e-05
campus,6.440466266812322e-05,13.0,2.3398290178295294e-05,1997-2008 to 2009-2013,4.100637248982792e-05
imprisoned,0.00011047307162560566,23.0,6.951911411438615e-05,1997-2008 to 2009-2013,4.095395751121951e-05
abound,4.091226217484994e-05,8.0,0.0,1997-2008 to 2009-2013,4.091226217484994e-05
crossing,8.485612527950952e-05,17.0,4.3958137436882176e-05,1997-2008 to 2009-2013,4.0897987842627344e-05
risa,6.065855173352153e-05,5.0,1.976809051943995e-05,1997-2008 to 2009-2013,4.089046121408158e-05
packed,9.558344138927205e-05,22.0,5.470020345885943e-05,1997-2008 to 2009-2013,4.0883237930412624e-05
pantheon,4.08811278036893e-05,4.0,0.0,1997-2008 to 2009-2013,4.08811278036893e-05
shattered,0.00018947905436994644,40.0,0.0001486312080808056,1997-2008 to 2009-2013,4.084784628914084e-05
healers,4.084260048677942e-05,6.0,0.0,1997-2008 to 2009-2013,4.084260048677942e-05
lala,4.0828945429304725e-05,3.0,0.0,1997-2008 to 2009-2013,4.0828945429304725e-05
obvious,5.637789695889833e-05,11.0,1.5571503621640187e-05,1997-2008 to 2009-2013,4.080639333725814e-05
unthinkable,0.00010325440994348202,22.0,6.245555210168129e-05,1997-2008 to 2009-2013,4.0798857841800725e-05
wate,4.07276543109851e-05,8.0,0.0,1997-2008 to 2009-2013,4.07276543109851e-05
charged,8.661167408424216e-05,19.0,4.590375439355404e-05,1997-2008 to 2009-2013,4.070791969068812e-05
trains,7.046466510346008e-05,15.0,2.9775216861924464e-05,1997-2008 to 2009-2013,4.068944824153562e-05
sal,4.064964863599747e-05,6.0,0.0,1997-2008 to 2009-2013,4.064964863599747e-05
boarding,0.00015412113017693177,32.0,0.00011347399416943704,1997-2008 to 2009-2013,4.064713600749473e-05
silent,0.00010037052183000491,21.0,5.9742148240944054e-05,1997-2008 to 2009-2013,4.0628373589060855e-05
obsessed,8.435677397816322e-05,18.0,4.375182859197869e-05,1997-2008 to 2009-2013,4.060494538618453e-05
prime,6.127159108725471e-05,12.0,2.068315030051916e-05,1997-2008 to 2009-2013,4.058844078673555e-05
figure,0.00033691129904822066,68.0,0.0002963255303362104,1997-2008 to 2009-2013,4.058576871201027e-05
vicious,0.0002156833313153713,46.0,0.00017512269555103367,1997-2008 to 2009-2013,4.056063576433764e-05
execution,4.054877644834418e-05,8.0,0.0,1997-2008 to 2009-2013,4.054877644834418e-05
inside,0.0005215665079554554,109.0,0.00048102608132572525,1997-2008 to 2009-2013,4.054042662973012e-05
entertaining,4.9264040498245234e-05,11.0,8.904015331463719e-06,1997-2008 to 2009-2013,4.0360025166781514e-05
artim,4.031541133858555e-05,3.0,0.0,1997-2008 to 2009-2013,4.031541133858555e-05
castles,4.887773526755638e-05,9.0,8.619812313682006e-06,1997-2008 to 2009-2013,4.0257922953874376e-05
company,0.0001574551989802231,35.0,0.00011740924916859961,1997-2008 to 2009-2013,4.0045949811623476e-05
community,0.00020657310379113697,40.0,0.00016663057708693368,1997-2008 to 2009-2013,3.994252670420329e-05
surrender,6.129235066433863e-05,12.0,2.1404622016674865e-05,1997-2008 to 2009-2013,3.9887728647663764e-05
thalia,4.9599502435957196e-05,5.0,9.727868433044152e-06,1997-2008 to 2009-2013,3.987163400291305e-05
contest,5.5994783635670574e-05,11.0,1.6123875940447777e-05,1997-2008 to 2009-2013,3.98709076952228e-05
increasingly,0.00011592080369177787,26.0,7.609460264439498e-05,1997-2008 to 2009-2013,3.982620104738289e-05
speak,0.00010297093273360927,21.0,6.315874858423569e-05,1997-2008 to 2009-2013,3.9812184149373584e-05
grown,0.00016254455699811547,34.0,0.00012279410353665938,1997-2008 to 2009-2013,3.975045346145609e-05
controlling,6.167656121374415e-05,14.0,2.1949870970406148e-05,1997-2008 to 2009-2013,3.9726690243337996e-05
standalone,3.968299704384009e-05,8.0,0.0,1997-2008 to 2009-2013,3.968299704384009e-05
dare,0.00011625594149590778,22.0,7.658267269199684e-05,1997-2008 to 2009-2013,3.9673268803910945e-05
karou,3.966452236418364e-05,3.0,0.0,1997-2008 to 2009-2013,3.966452236418364e-05
sacrifices,7.131984574028748e-05,15.0,3.167121627021701e-05,1997-2008 to 2009-2013,3.964862947007047e-05
hardest,6.177954177125381e-05,13.0,2.2132754880501733e-05,1997-2008 to 2009-2013,3.964678689075208e-05
understand,0.00031849957225755463,69.0,0.0002788702418604302,1997-2008 to 2009-2013,3.962933039712444e-05
knees,4.548902287085947e-05,10.0,5.899458385894081e-06,1997-2008 to 2009-2013,3.9589564484965386e-05
dee,7.85927827312922e-05,7.0,3.905183620983189e-05,1997-2008 to 2009-2013,3.954094652146031e-05
unrest,5.623534061933966e-05,10.0,1.672930638999452e-05,1997-2008 to 2009-2013,3.950603422934514e-05
leviathan,4.749617603463883e-05,6.0,7.995435544516252e-06,1997-2008 to 2009-2013,3.950074049012258e-05
attacks,0.00011798202108427445,25.0,7.848534828527172e-05,1997-2008 to 2009-2013,3.9496672799002724e-05
superhuman,5.943627307428411e-05,13.0,1.9943747225372806e-05,1997-2008 to 2009-2013,3.9492525848911304e-05
noticed,4.729657736462482e-05,8.0,7.80550371897482e-06,1997-2008 to 2009-2013,3.949107364565e-05
dared,4.7448594471969254e-05,9.0,7.991930899274596e-06,1997-2008 to 2009-2013,3.945666357269466e-05
unsure,7.150197002682126e-05,16.0,3.205516045059911e-05,1997-2008 to 2009-2013,3.944680957622215e-05
mature,6.798469295161909e-05,14.0,2.8596468033385806e-05,1997-2008 to 2009-2013,3.9388224918233286e-05
murder,0.00042165697755832174,88.0,0.00038229447843747636,1997-2008 to 2009-2013,3.936249912084538e-05
chris,0.0001249632963788194,16.0,8.560824424559826e-05,1997-2008 to 2009-2013,3.935505213322114e-05
crossroads,5.343338313830429e-05,9.0,1.411139085677506e-05,1997-2008 to 2009-2013,3.932199228152923e-05
awkward,3.931393922512587e-05,10.0,0.0,1997-2008 to 2009-2013,3.931393922512587e-05
mead,3.923951165616348e-05,8.0,0.0,1997-2008 to 2009-2013,3.923951165616348e-05
betray,0.0001015670605201731,21.0,6.233514931047852e-05,1997-2008 to 2009-2013,3.9231911209694576e-05
beau,3.922604097978265e-05,5.0,0.0,1997-2008 to 2009-2013,3.922604097978265e-05
ticking,7.681118040337288e-05,17.0,3.760439488076717e-05,1997-2008 to 2009-2013,3.920678552260571e-05
twin,0.00023836878839173103,49.0,0.0001993115522709283,1997-2008 to 2009-2013,3.9057236120802736e-05
exposed,6.111944266642726e-05,13.0,2.2067232506718614e-05,1997-2008 to 2009-2013,3.9052210159708644e-05
threat,0.00044724688741294526,92.0,0.0004082006330085846,1997-2008 to 2009-2013,3.9046254404360634e-05
experiencing,3.903891786783814e-05,8.0,0.0,1997-2008 to 2009-2013,3.903891786783814e-05
mayhem,5.3112971837533525e-05,10.0,1.4081199121620806e-05,1997-2008 to 2009-2013,3.903177271591272e-05
involve,6.377162804285956e-05,14.0,2.4753486596946688e-05,1997-2008 to 2009-2013,3.9018141445912876e-05
pulse,4.6232627301427024e-05,5.0,7.248631162230307e-06,1997-2008 to 2009-2013,3.898399613919672e-05
kalona,3.894266736617664e-05,5.0,0.0,1997-2008 to 2009-2013,3.894266736617664e-05
kanes,3.8931525230440084e-05,3.0,0.0,1997-2008 to 2009-2013,3.8931525230440084e-05
loup,3.892922954760963e-05,3.0,0.0,1997-2008 to 2009-2013,3.892922954760963e-05
zara,3.8886725749845915e-05,3.0,0.0,1997-2008 to 2009-2013,3.8886725749845915e-05
seraphina,3.886681092075981e-05,4.0,0.0,1997-2008 to 2009-2013,3.886681092075981e-05
lust,7.12075722470127e-05,16.0,3.2351821154758905e-05,1997-2008 to 2009-2013,3.8855751092253795e-05
secretive,7.682997383455899e-05,16.0,3.800509525736746e-05,1997-2008 to 2009-2013,3.8824878577191535e-05
sacrificing,4.759388875463051e-05,10.0,8.771923808487377e-06,1997-2008 to 2009-2013,3.882196494614313e-05
sardothien,3.8805682636657506e-05,7.0,0.0,1997-2008 to 2009-2013,3.8805682636657506e-05
converge,3.877366117043902e-05,8.0,0.0,1997-2008 to 2009-2013,3.877366117043902e-05
put,0.0005282096946154682,111.0,0.000489451133117337,1997-2008 to 2009-2013,3.875856149813115e-05
tod,7.243856655526932e-05,12.0,3.369604775163968e-05,1997-2008 to 2009-2013,3.874251880362964e-05
flee,0.00017946417550556134,38.0,0.00014076032720751027,1997-2008 to 2009-2013,3.8703848298051065e-05
supernaturals,3.8694141623474666e-05,7.0,0.0,1997-2008 to 2009-2013,3.8694141623474666e-05
shadowhunter,7.045125262503957e-05,7.0,3.176097899686261e-05,1997-2008 to 2009-2013,3.8690273628176965e-05
atticus,4.653755794351113e-05,4.0,7.875654499838266e-06,1997-2008 to 2009-2013,3.866190344367286e-05
impossibly,3.8646031672137544e-05,9.0,0.0,1997-2008 to 2009-2013,3.8646031672137544e-05
une,7.025623771614919e-05,8.0,3.1616250631942856e-05,1997-2008 to 2009-2013,3.863998708420633e-05
humankind,5.5251881640734495e-05,11.0,1.6638557228430118e-05,1997-2008 to 2009-2013,3.861332441230438e-05
zach,3.860274793372753e-05,4.0,0.0,1997-2008 to 2009-2013,3.860274793372753e-05
wilderness,0.0001071070284185073,19.0,6.850805930730252e-05,1997-2008 to 2009-2013,3.8598969111204777e-05
claim,0.00021872317554612198,44.0,0.00018013791174498854,1997-2008 to 2009-2013,3.858526380113344e-05
dans,6.965603499746528e-05,6.0,3.111272117961339e-05,1997-2008 to 2009-2013,3.8543313817851886e-05
peregrine's,3.854264508069307e-05,4.0,0.0,1997-2008 to 2009-2013,3.854264508069307e-05
cassia,3.8520722480788104e-05,3.0,0.0,1997-2008 to 2009-2013,3.8520722480788104e-05
prey,0.00017396733895217785,36.0,0.0001354600472610239,1997-2008 to 2009-2013,3.850729169115394e-05
eliminated,3.8483467809497626e-05,9.0,0.0,1997-2008 to 2009-2013,3.8483467809497626e-05
luca,3.8448198278759895e-05,4.0,0.0,1997-2008 to 2009-2013,3.8448198278759895e-05
create,0.000203606395394587,41.0,0.00016517345232400322,1997-2008 to 2009-2013,3.8432943070583784e-05
raised,0.000198886482259702,44.0,0.00016046052253755052,1997-2008 to 2009-2013,3.842595972215147e-05
louisa,3.839558670841079e-05,5.0,0.0,1997-2008 to 2009-2013,3.839558670841079e-05
revolution,9.500241408139748e-05,17.0,5.6620207090802674e-05,1997-2008 to 2009-2013,3.83822069905948e-05
starters,3.836458967408621e-05,7.0,0.0,1997-2008 to 2009-2013,3.836458967408621e-05
common,0.0001473984570672163,31.0,0.00010910547323818369,1997-2008 to 2009-2013,3.829298382903261e-05
saw,0.00013675321632985028,29.0,9.846584044289624e-05,1997-2008 to 2009-2013,3.8287375886954044e-05
eat,9.540403021060265e-05,19.0,5.7134971064257114e-05,1997-2008 to 2009-2013,3.826905914634554e-05
translated,5.1351884356400336e-05,3.0,1.3108014019030325e-05,1997-2008 to 2009-2013,3.824387033737001e-05
less,0.00026757830404748465,50.0,0.00022933685907372035,1997-2008 to 2009-2013,3.82414449737643e-05
hates,0.0001253364750180228,28.0,8.712312311495872e-05,1997-2008 to 2009-2013,3.8213351903064084e-05
destinies,8.358761107508379e-05,19.0,4.538422737082957e-05,1997-2008 to 2009-2013,3.8203383704254215e-05
trinity,6.242577895757867e-05,5.0,2.4222847287592764e-05,1997-2008 to 2009-2013,3.820293166998591e-05
amazon,0.00011468037869554635,22.0,7.647922336595506e-05,1997-2008 to 2009-2013,3.8201155329591294e-05
prequel,0.00010904660544485536,21.0,7.085335511301605e-05,1997-2008 to 2009-2013,3.81932503318393e-05
target,0.00012081890081653105,27.0,8.26278517881625e-05,1997-2008 to 2009-2013,3.819104902836855e-05
beings,0.00021525543693338511,49.0,0.00017706703895743379,1997-2008 to 2009-2013,3.818839797595133e-05
skinny,4.488712155828536e-05,5.0,6.750127118027459e-06,1997-2008 to 2009-2013,3.8136994440257905e-05
reputation,8.675137769260191e-05,19.0,4.866693680077464e-05,1997-2008 to 2009-2013,3.808444089182727e-05
discover,0.0010586087440728846,218.0,0.0010205319500070367,1997-2008 to 2009-2013,3.8076794065847967e-05
trained,0.0001398217310736163,29.0,0.0001017640397637301,1997-2008 to 2009-2013,3.8057691309886186e-05
shoulders,6.0541065553964026e-05,13.0,2.251820658897622e-05,1997-2008 to 2009-2013,3.802285896498781e-05
alarming,4.585836012616543e-05,9.0,7.924665203932311e-06,1997-2008 to 2009-2013,3.793369492223312e-05
izzy,3.792930146652328e-05,3.0,0.0,1997-2008 to 2009-2013,3.792930146652328e-05
penn,3.7926269620504683e-05,4.0,0.0,1997-2008 to 2009-2013,3.7926269620504683e-05
william,9.092992779734569e-05,13.0,5.308360503273389e-05,1997-2008 to 2009-2013,3.78463227646118e-05
picking,5.137226605474249e-05,11.0,1.3530766393630735e-05,1997-2008 to 2009-2013,3.7841499661111754e-05
slips,3.783920715389693e-05,8.0,0.0,1997-2008 to 2009-2013,3.783920715389693e-05
car,0.0001926011039489686,43.0,0.00015477173355850888,1997-2008 to 2009-2013,3.7829370390459724e-05
hundred,0.0002101809884288209,46.0,0.00017240452683086368,1997-2008 to 2009-2013,3.777646159795723e-05
injured,9.199827956875958e-05,19.0,5.426072590811559e-05,1997-2008 to 2009-2013,3.7737553660643985e-05
instant,0.00010669784748540145,23.0,6.897431224579838e-05,1997-2008 to 2009-2013,3.7723535239603064e-05
ripper,4.4607566099193064e-05,4.0,6.900925830079373e-06,1997-2008 to 2009-2013,3.770664026911369e-05
tired,0.00011279677676538808,22.0,7.510266905466857e-05,1997-2008 to 2009-2013,3.76941077107195e-05
worry,7.825108018032454e-05,18.0,4.0598115851230566e-05,1997-2008 to 2009-2013,3.765296432909398e-05
dace,3.762279229672206e-05,4.0,0.0,1997-2008 to 2009-2013,3.762279229672206e-05
enclave,4.537888383340256e-05,5.0,7.834885382796646e-06,1997-2008 to 2009-2013,3.7543998450605915e-05
hangs,6.212798805162196e-05,13.0,2.4637137803181916e-05,1997-2008 to 2009-2013,3.749085024844005e-05
problems,0.00021513308251235475,48.0,0.00017770078406785034,1997-2008 to 2009-2013,3.743229844450441e-05
desires,8.958233715207195e-05,20.0,5.217181349236229e-05,1997-2008 to 2009-2013,3.741052365970966e-05
joel,3.7370115480395696e-05,5.0,0.0,1997-2008 to 2009-2013,3.7370115480395696e-05
lunar,3.7369602549714226e-05,6.0,0.0,1997-2008 to 2009-2013,3.7369602549714226e-05
charming,0.00019297047047726396,41.0,0.00015569412660914619,1997-2008 to 2009-2013,3.727634386811778e-05
timothy,5.18027688052743e-05,4.0,1.4544404427350697e-05,1997-2008 to 2009-2013,3.72583643779236e-05
wondered,3.7214052706345425e-05,9.0,0.0,1997-2008 to 2009-2013,3.7214052706345425e-05
lionblaze,4.5703664582685344e-05,5.0,8.508421651788836e-06,1997-2008 to 2009-2013,3.719524293089651e-05
let,0.00047241435703924945,100.0,0.0004352274307534192,1997-2008 to 2009-2013,3.7186926285830244e-05
mckenzie,5.264643414321595e-05,6.0,1.5610937558396616e-05,1997-2008 to 2009-2013,3.703549658481933e-05
fragile,7.6901775792628e-05,18.0,3.987148329717727e-05,1997-2008 to 2009-2013,3.7030292495450735e-05
michelle,3.702048584549553e-05,5.0,0.0,1997-2008 to 2009-2013,3.702048584549553e-05
gathering,0.00013465561274862277,25.0,9.765421280898012e-05,1997-2008 to 2009-2013,3.700139993964265e-05
limit,5.144863967386296e-05,10.0,1.4447420279641186e-05,1997-2008 to 2009-2013,3.700121939422177e-05
janelle,3.694719353751986e-05,3.0,0.0,1997-2008 to 2009-2013,3.694719353751986e-05
haunts,8.066030618979696e-05,18.0,4.373589755918166e-05,1997-2008 to 2009-2013,3.69244086306153e-05
wielding,3.691522003078632e-05,8.0,0.0,1997-2008 to 2009-2013,3.691522003078632e-05
homeless,5.2221086242183906e-05,8.0,1.5331695055176926e-05,1997-2008 to 2009-2013,3.688939118700698e-05
misfit,5.272735335953086e-05,11.0,1.588521852319635e-05,1997-2008 to 2009-2013,3.6842134836334505e-05
split,5.364497444082049e-05,12.0,1.683184567458678e-05,1997-2008 to 2009-2013,3.681312876623371e-05
godspeed,3.680436047504464e-05,4.0,0.0,1997-2008 to 2009-2013,3.680436047504464e-05
fail,0.00010562149520731282,23.0,6.885081488643767e-05,1997-2008 to 2009-2013,3.6770680320875144e-05
catalyst,3.674481604854261e-05,9.0,0.0,1997-2008 to 2009-2013,3.674481604854261e-05
surges,3.6735304051511006e-05,7.0,0.0,1997-2008 to 2009-2013,3.6735304051511006e-05
slip,6.331674195424948e-05,14.0,2.6595370282307266e-05,1997-2008 to 2009-2013,3.672137167194221e-05
alan,4.435377322248661e-05,5.0,7.68077271418165e-06,1997-2008 to 2009-2013,3.667300050830496e-05
half-angel,3.665552987497238e-05,6.0,0.0,1997-2008 to 2009-2013,3.665552987497238e-05
intensity,4.394559124834438e-05,9.0,7.2948677612042235e-06,1997-2008 to 2009-2013,3.6650723487140155e-05
universe,0.0002657699255065984,45.0,0.00022913824623276515,1997-2008 to 2009-2013,3.663167927383325e-05
denazen,3.660608486221597e-05,3.0,0.0,1997-2008 to 2009-2013,3.660608486221597e-05
decimated,4.655260473381228e-05,9.0,9.970534760761995e-06,1997-2008 to 2009-2013,3.6582069973050286e-05
spencer,4.313380792402913e-05,5.0,6.701128980740696e-06,1997-2008 to 2009-2013,3.643267894328844e-05
dashing,4.453983869595703e-05,10.0,8.133362329390019e-06,1997-2008 to 2009-2013,3.640647636656701e-05
stark,5.923344655260342e-05,11.0,2.283027729184758e-05,1997-2008 to 2009-2013,3.640316926075584e-05
raise,9.724029452945796e-05,20.0,6.0863390262152235e-05,1997-2008 to 2009-2013,3.637690426730573e-05
miller,4.3615947976473994e-05,9.0,7.241001580479748e-06,1997-2008 to 2009-2013,3.637494639599425e-05
echoes,5.180517883249822e-05,10.0,1.549135890690135e-05,1997-2008 to 2009-2013,3.631381992559687e-05
bee,6.031025730582487e-05,8.0,2.400982451611602e-05,1997-2008 to 2009-2013,3.630043278970885e-05
cared,3.62983451669172e-05,8.0,0.0,1997-2008 to 2009-2013,3.62983451669172e-05
danu,3.626889654850469e-05,3.0,0.0,1997-2008 to 2009-2013,3.626889654850469e-05
