first_publish_year,theme_label,weighted_popularity,book_count,year_weighted_popularity,popularity_share,scenario
2016,Mythology Adventure,59.34878655987588,16,1766.1091015723975,0.033604258370582334,top_1pct_removed
2016,Paranormal / Supernatural,204.78496846489037,59,1766.1091015723975,0.11595261486539352,top_1pct_removed
2016,Paranormal Romance,85.96878695890159,33,1766.1091015723975,0.048676940106566514,top_1pct_removed
2016,Romantasy,56.523753239908935,16,1766.1091015723975,0.03200467807429612,top_1pct_removed
2016,Science Fiction,382.5162557249922,100,1766.1091015723975,0.2165869907948673,top_1pct_removed
2017,Dystopian / Post-Apocalyptic,134.30520560283838,41,1357.4537114526238,0.09893906839675376,top_1pct_removed
2017,Epic / High Fantasy,310.798261819784,74,1357.4537114526238,0.2289568028711608,top_1pct_removed
2017,Middle Grade Fantasy,228.56969782181727,52,1357.4537114526238,0.16838120953474187,top_1pct_removed
2017,Mythology Adventure,72.01407251312008,20,1357.4537114526238,0.05305084947320757,top_1pct_removed
2017,Paranormal / Supernatural,148.6442935931614,43,1357.4537114526238,0.10950229266683116,top_1pct_removed
2017,Paranormal Romance,60.67532398911976,22,1357.4537114526238,0.044697895388411096,top_1pct_removed
2017,Romantasy,71.05210155800667,21,1357.4537114526238,0.05234219108802845,top_1pct_removed
2017,Science Fiction,331.39475455477617,81,1357.4537114526238,0.24412969058086523,top_1pct_removed
2018,Dystopian / Post-Apocalyptic,131.98235656333028,38,1131.59789017998,0.11663361845110773,top_1pct_removed
2018,Epic / High Fantasy,253.19535426164336,55,1131.59789017998,0.2237502883832461,top_1pct_removed
2018,Middle Grade Fantasy,221.71884204495672,50,1131.59789017998,0.19593430137068607,top_1pct_removed
2018,Mythology Adventure,31.613279350479317,9,1131.59789017998,0.027936848968012167,top_1pct_removed
2018,Paranormal / Supernatural,184.97708584691355,46,1131.59789017998,0.16346538593978208,top_1pct_removed
2018,Paranormal Romance,53.27786128654619,18,1131.59789017998,0.04708197297723168,top_1pct_removed
2018,Romantasy,44.58710182557009,14,1131.59789017998,0.03940189550766884,top_1pct_removed
2018,Science Fiction,210.2460090005404,51,1131.59789017998,0.18579568840226532,top_1pct_removed
2019,Dystopian / Post-Apocalyptic,86.27816407255641,28,739.6361044083654,0.11664947608468933,top_1pct_removed
2019,Epic / High Fantasy,193.52351424656771,43,739.6361044083654,0.2616469275811882,top_1pct_removed
2019,Middle Grade Fantasy,112.55263722346945,28,739.6361044083654,0.1521729895993926,top_1pct_removed
2019,Mythology Adventure,31.213399218466666,8,739.6361044083654,0.042201021600256045,top_1pct_removed
2019,Paranormal / Supernatural,58.32589937897643,15,739.6361044083654,0.07885756121333651,top_1pct_removed
2019,Paranormal Romance,22.260258240404678,8,739.6361044083654,0.030096229899716224,top_1pct_removed
2019,Romantasy,50.617588486589554,14,739.6361044083654,0.06843579996284598,top_1pct_removed
2019,Science Fiction,184.86464354133452,46,739.6361044083654,0.24993999405857514,top_1pct_removed
2020,Dystopian / Post-Apocalyptic,24.501893438000177,9,311.06138839141533,0.07876867509884869,top_1pct_removed
